,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
2395,118.0,2,109,3.98,2,0,33
2396,145.0,2,13,0.33,2,140,10
2397,119.0,30,248,5.96,2,0,73
2398,,1,1,0.02,1,0,0
2399,109.0,2,96,2.32,16,0,47
2400,,2,1,0.03,1,0,0
2401,130.0,30,4,0.19,42,72,1
2402,300.0,30,4,0.1,3,250,0
2403,100.0,30,20,0.52,2,318,6
2404,99.0,365,1,0.07,1,0,0
2405,150.0,30,1,0.03,1,365,0
2406,2200.0,180,0,,1,179,0
2407,110.0,3,46,1.17,1,266,17
2408,400.0,3,85,2.07,1,161,27
2409,132.0,30,6,0.16,11,175,2
2410,875.0,30,0,,1,363,0
2411,,30,99,2.43,1,0,0
2412,130.0,4,43,1.23,1,0,15
2413,200.0,2,20,0.5,1,49,1
2414,301.0,60,19,0.47,1,364,0
2415,172.0,30,58,1.43,134,276,11
2416,,32,0,,2,0,0
2417,425.0,2,120,2.99,1,0,40
2418,50.0,30,1,0.03,4,324,0
2419,136.0,2,137,3.45,1,346,45
2420,206.0,3,93,2.7,1,0,49
2421,160.0,90,0,,1,362,0
2422,70.0,30,3,0.1,2,292,0
2423,205.0,1,49,1.21,6,167,2
2424,89.0,30,8,0.21,4,364,0
2425,,30,1,0.03,1,0,0
2426,127.0,1,25,1.33,1,175,13
2427,139.0,31,12,0.32,1,0,2
2428,193.0,1,96,2.46,6,170,10
2429,240.0,31,0,,38,88,0
2430,110.0,30,9,0.24,42,83,0
2431,200.0,30,11,0.27,3,178,0
2432,197.0,1,31,0.78,6,169,6
2433,187.0,1,16,0.4,6,166,2
2434,61.0,1,2,0.14,19,180,1
2435,225.0,3,10,0.25,1,8,3
2436,175.0,30,65,1.64,1,161,1
2437,130.0,5,12,0.38,1,276,5
2438,100.0,20,22,0.55,2,34,6
2439,,30,35,0.88,1,0,4
2440,243.0,30,16,0.47,1,365,4
2441,125.0,30,7,0.18,2,364,0
2442,158.0,1,35,0.88,6,168,10
2443,125.0,90,0,,1,359,0
2444,114.0,30,14,0.37,1,248,3
2445,190.0,2,149,3.82,1,0,35
2446,99.0,2,40,1.02,4,0,35
2447,99.0,30,2,0.07,1,142,0
2448,125.0,60,1,0.04,42,89,0
2449,236.0,2,113,2.93,1,0,46
2450,55.0,60,3,0.16,10,365,1
2451,289.0,1,81,2.06,1,337,1
2452,121.0,3,24,2.15,1,61,24
2453,147.0,2,38,4.13,1,0,38
2454,110.0,30,15,0.54,1,179,8
2455,107.0,4,113,3.0,1,48,36
2456,89.0,30,12,0.39,26,129,0
2457,95.0,120,4,0.13,1,297,0
2458,55.0,2,233,6.03,5,0,84
2459,187.0,3,139,3.83,1,68,48
2460,89.0,4,81,2.21,1,0,31
2461,274.0,30,115,2.98,1,6,36
2462,175.0,30,12,0.33,1,108,3
2463,101.0,120,1,0.03,10,365,0
2464,98.0,30,9,0.27,4,151,3
2465,100.0,7,64,1.71,2,203,18
2466,130.0,90,13,0.35,1,169,2
2467,127.0,30,0,,19,251,0
2468,150.0,30,13,0.36,4,365,5
2469,60.0,30,36,1.0,2,134,25
2470,169.0,2,44,1.27,2,357,16
2471,120.0,30,6,0.16,13,203,2
2472,162.0,2,145,3.77,1,106,63
2473,140.0,20,20,0.52,1,137,4
2474,288.0,1,26,0.68,1,299,5
2475,120.0,28,54,2.9,1,78,20
2476,102.0,30,3,0.12,11,365,0
2477,,2,0,,1,0,0
2478,680.0,3,44,1.27,1,269,10
2479,135.0,30,1,0.09,1,159,1
2480,85.0,2,171,4.56,2,8,57
2481,140.0,2,229,6.0,1,150,68
2482,248.0,30,3,0.1,1,0,0
2483,150.0,30,2,0.06,1,156,0
2484,112.0,2,73,2.01,1,104,31
2485,,30,1,0.03,1,0,0
2486,,3,2,0.05,1,0,0
2487,103.0,30,0,,4,179,0
2488,271.0,2,55,1.47,1,179,8
2489,179.0,2,195,5.2,1,37,80
2490,197.0,1,181,5.01,1,132,64
2491,91.0,30,4,0.14,1,306,2
2492,199.0,1,560,15.19,11,365,109
2493,345.0,1,26,0.76,11,351,7
2494,196.0,1,218,5.91,11,365,59
2495,181.0,1,91,2.47,11,222,11
2496,413.0,1,29,0.79,11,316,7
2497,139.0,2,182,4.82,1,134,64
2498,,2,3,0.08,1,0,0
2499,157.0,2,153,4.05,1,71,72
2500,90.0,30,11,0.38,2,150,4
2501,184.0,1,28,0.8,11,346,14
2502,145.0,5,75,2.37,1,0,23
2503,99.0,1,42,1.15,1,0,0
2504,189.0,1,13,0.37,11,328,3
2505,129.0,30,1,0.03,1,132,0
2506,176.0,30,76,2.03,3,39,3
2507,30.0,30,6,0.3,20,116,0
2508,95.0,4,128,3.57,1,165,41
2509,169.0,1,118,3.19,1,168,38
2510,200.0,29,20,0.61,2,222,5
2511,120.0,7,25,0.78,3,88,4
2512,185.0,30,9,0.33,1,336,0
2513,170.0,10,15,0.42,1,41,2
2514,54.0,2,76,2.46,3,19,33
2515,140.0,2,98,2.63,1,122,11
2516,136.0,5,131,3.5,1,0,61
2517,104.0,4,90,2.99,1,45,34
2518,,30,1,0.03,2,0,0
2519,503.0,2,112,3.26,3,306,64
2520,160.0,90,0,,1,83,0
2521,148.0,2,26,0.9,4,90,12
2522,,3,0,,1,0,0
2523,131.0,30,15,0.48,2,88,5
2524,76.0,1,227,6.12,5,0,81
2525,,30,4,0.11,1,0,1
2526,150.0,3,105,2.9,1,341,42
2527,,30,0,,1,0,0
2528,300.0,3,110,3.06,1,0,40
2529,105.0,2,121,6.44,1,0,79
2530,90.0,30,8,0.24,2,60,1
2531,40.0,15,1,0.03,1,0,0
2532,135.0,30,8,0.23,21,54,0
2533,95.0,30,6,0.18,21,179,0
2534,390.0,3,50,1.38,1,18,15
2535,138.0,1,11,0.31,1,75,10
2536,169.0,3,35,1.04,1,9,12
2537,74.0,30,15,0.46,1,323,6
2538,111.0,30,7,0.26,21,159,2
2539,95.0,30,11,0.35,21,126,3
2540,,60,0,,1,0,0
2541,91.0,30,8,0.27,21,120,2
2542,142.0,3,79,2.78,1,163,22
2543,199.0,30,69,1.9,3,41,5
2544,159.0,30,2,0.38,1,0,2
2545,400.0,3,46,1.51,1,10,24
2546,125.0,30,3,0.09,37,266,2
2547,,2,62,1.7,1,0,5
2548,107.0,4,98,2.7,1,63,30
2549,165.0,2,139,6.27,1,343,67
2550,95.0,30,5,0.16,21,179,0
2551,95.0,30,11,0.32,21,179,5
2552,95.0,30,6,0.18,21,179,0
2553,95.0,30,5,0.14,21,120,1
2554,95.0,30,9,0.34,21,179,2
2555,95.0,30,6,0.19,21,124,1
2556,95.0,30,3,0.1,21,89,0
2557,95.0,30,7,0.23,21,179,0
2558,91.0,30,6,0.23,21,177,1
2559,52.0,30,11,0.31,6,31,5
2560,,30,1,0.19,1,0,1
2561,,2,14,0.49,2,0,2
2562,200.0,30,4,0.14,3,295,1
2563,200.0,30,4,0.15,3,58,1
2564,150.0,30,0,,3,119,0
2565,95.0,3,52,1.74,2,11,26
2566,265.0,30,8,0.25,2,251,4
2567,237.0,2,174,5.01,1,170,84
2568,33.0,30,1,0.03,1,40,0
2569,350.0,1,5,0.17,1,364,3
2570,400.0,2,0,,1,360,0
2571,46.0,30,13,0.41,6,15,6
2572,139.0,2,87,2.44,1,170,23
2573,137.0,9,64,1.88,1,34,25
2574,190.0,1,106,3.08,1,166,40
2575,109.0,1,178,5.02,3,0,84
2576,125.0,2,87,3.14,1,0,44
2577,113.0,1,94,3.16,1,43,44
2578,,60,0,,1,0,0
2579,150.0,365,0,,1,365,0
2580,256.0,1,91,2.55,1,342,18
2581,250.0,30,2,0.1,1,89,1
2582,194.0,1,212,6.04,1,2,61
2583,135.0,1,196,5.54,1,0,73
2584,130.0,30,10,0.36,1,132,4
2585,,2,0,,1,0,0
2586,247.0,3,17,0.69,1,0,4
2587,189.0,1,42,1.24,1,70,4
2588,143.0,2,20,0.59,4,90,8
2589,115.0,30,1,0.03,42,18,0
2590,89.0,30,52,1.48,1,58,5
2591,120.0,30,15,0.45,1,247,4
2592,115.0,4,50,1.54,1,5,18
2593,542.0,4,1,0.03,2,120,0
2594,175.0,30,14,0.43,1,0,4
2595,,89,1,0.03,1,0,0
2596,110.0,1,184,5.26,1,0,60
2597,115.0,30,4,0.12,42,347,0
2598,260.0,30,7,0.24,4,227,2
2599,100.0,30,10,0.3,30,262,2
2600,99.0,30,6,0.21,19,72,0
2601,135.0,30,2,0.08,19,70,1
2602,332.0,1,23,0.66,1,0,17
2603,125.0,29,11,0.42,2,142,6
2604,178.0,1,11,0.73,1,111,8
2605,82.0,1,252,7.46,1,156,92
2606,115.0,30,1,0.16,5,365,1
2607,1929.0,2,54,1.63,1,330,19
2608,8699.0,30,10,0.3,2,251,0
2609,99.0,30,1,0.06,19,99,0
2610,80.0,30,0,,7,12,0
2611,95.0,30,2,0.08,19,146,0
2612,153.0,30,0,,19,0,0
2613,175.0,2,118,4.11,1,17,47
2614,288.0,30,14,0.46,1,240,7
2615,150.0,30,89,2.69,43,123,4
2616,,2,121,3.56,1,0,29
2617,100.0,30,5,0.26,1,150,1
2618,91.0,30,6,0.22,21,177,2
2619,95.0,30,4,0.16,21,153,1
2620,110.0,30,1,0.09,42,128,1
2621,77.0,1,174,5.53,1,0,66
2622,140.0,2,96,4.73,1,0,50
2623,225.0,2,99,2.93,1,295,41
2624,200.0,2,49,1.5,1,0,6
2625,,5,53,1.58,1,0,6
2626,139.0,31,9,0.27,1,170,4
2627,107.0,3,88,2.65,1,58,27
2628,145.0,30,2,0.13,1,26,0
2629,200.0,2,124,3.73,1,0,48
2630,242.0,2,124,3.69,2,0,59
2631,250.0,30,6,0.19,1,232,3
2632,,30,20,0.6,2,0,2
2633,139.0,30,0,,1,364,0
2634,,10,1,0.03,1,0,0
2635,116.0,4,79,2.4,1,0,28
2636,116.0,1,190,5.68,1,0,80
2637,92.0,30,1,0.04,1,239,0
2638,92.0,3,136,4.17,1,0,50
2639,159.0,3,44,1.43,1,55,12
2640,116.0,1,96,2.95,1,37,54
2641,250.0,3,70,2.35,1,341,34
2642,118.0,1,255,7.66,1,243,101
2643,63.0,35,10,0.31,2,47,2
2644,87.0,1,222,6.73,1,0,102
2645,96.0,30,9,0.33,2,221,3
2646,230.0,31,0,,38,0,0
2647,230.0,31,2,0.12,38,337,1
2648,230.0,31,0,,38,88,0
2649,230.0,31,2,0.27,38,337,2
2650,230.0,31,0,,38,0,0
2651,230.0,31,1,0.03,38,338,0
2652,230.0,31,3,0.1,38,339,1
2653,152.0,2,181,5.58,1,21,72
2654,149.0,30,202,6.1,2,292,82
2655,150.0,30,0,,1,169,0
2656,143.0,3,109,3.49,2,162,27
2657,130.0,30,5,0.16,12,334,1
2658,70.0,2,244,7.32,5,69,87
2659,,30,1,0.03,1,0,0
2660,129.0,3,61,1.91,5,10,18
2661,101.0,1,161,5.37,1,0,91
2662,150.0,2,104,3.24,1,64,36
2663,83.0,7,32,0.97,2,349,12
2664,72.0,7,30,0.94,2,356,11
2665,110.0,5,27,1.1,1,14,8
2666,125.0,30,2,0.56,37,269,2
2667,145.0,30,4,0.14,37,267,2
2668,,7,0,,1,0,0
2669,288.0,4,35,1.15,1,143,9
2670,145.0,30,3,0.11,37,184,2
2671,453.0,30,7,0.39,7,160,1
2672,123.0,30,23,0.81,1,251,12
2673,120.0,2,64,3.32,1,0,36
2674,135.0,3,41,1.42,1,60,17
2675,14.0,30,8,0.26,1,161,2
2676,150.0,30,1,0.1,21,159,1
2677,783.0,30,4,0.15,1,57,1
2678,120.0,30,1,0.18,11,179,1
2679,,7,13,0.45,1,0,4
2680,62.0,31,1,0.03,7,364,0
2681,139.0,30,0,,6,269,0
2682,142.0,1,123,3.85,1,0,44
2683,120.0,7,9,0.3,1,160,3
2684,135.0,30,30,0.98,2,168,3
2685,126.0,30,11,0.37,1,157,2
2686,90.0,30,2,0.15,1,220,1
2687,170.0,4,19,0.81,1,73,13
2688,105.0,30,0,,1,77,0
2689,226.0,2,29,0.95,1,37,14
2690,,30,0,,1,0,0
2691,75.0,4,13,0.42,2,2,0
2692,229.0,3,30,1.01,1,269,11
2693,250.0,30,10,0.33,13,123,2
2694,277.0,1,76,2.37,1,0,8
2695,241.0,30,15,1.1,1,321,14
2696,89.0,30,10,0.33,1,87,6
2697,72.0,3,71,2.25,1,210,23
2698,116.0,30,18,0.6,1,209,5
2699,111.0,2,116,3.67,2,64,61
2700,230.0,31,2,0.07,38,338,0
2701,276.0,1,47,1.48,3,0,18
2702,40.0,30,6,0.26,2,164,3
2703,230.0,31,2,0.3,38,320,2
2704,70.0,30,10,0.36,2,58,4
2705,55.0,30,8,0.27,2,188,2
2706,123.0,1,162,5.37,1,172,71
2707,138.0,30,0,,12,255,0
2708,112.0,4,99,3.32,1,106,36
2709,468.0,3,27,0.94,1,329,8
2710,135.0,30,54,1.83,2,42,2
2711,177.0,2,112,3.89,1,89,48
2712,150.0,30,3,0.1,5,365,1
2713,170.0,30,3,0.2,1,330,2
2714,140.0,30,3,0.11,5,365,0
2715,153.0,2,86,4.09,1,0,35
2716,100.0,30,8,0.26,13,312,3
2717,125.0,1,130,4.2,1,154,62
2718,257.0,3,87,2.91,1,0,28
2719,109.0,30,27,0.86,1,221,0
2720,90.0,2,160,5.36,2,0,61
2721,142.0,3,107,3.52,2,123,44
2722,250.0,2,95,3.03,1,221,32
2723,160.0,150,0,,2,358,0
2724,,2,140,4.68,1,0,43
2725,388.0,30,1,0.03,12,358,0
2726,133.0,3,18,4.35,1,77,18
2727,227.0,31,1,0.04,38,88,0
2728,130.0,30,8,0.26,12,286,3
2729,210.0,31,1,0.17,38,88,1
2730,213.0,31,2,0.07,38,88,0
2731,210.0,31,4,0.14,38,55,0
2732,145.0,30,4,0.14,12,259,2
2733,60.0,30,8,0.42,20,140,4
2734,86.0,30,12,0.42,2,87,5
2735,188.0,30,39,1.26,1,174,5
2736,55.0,30,1,0.18,20,365,1
2737,168.0,1,143,4.88,2,65,35
2738,160.0,3,79,2.57,2,76,25
2739,52.0,30,3,0.1,8,131,0
2740,90.0,4,74,2.4,2,76,16
2741,50.0,30,6,0.21,8,0,1
2742,204.0,2,86,2.96,1,73,33
2743,210.0,3,27,0.9,1,357,8
2744,80.0,30,0,,1,0,0
2745,600.0,30,2,0.09,2,358,0
2746,259.0,30,18,0.61,4,193,0
2747,,3,4,0.13,2,0,0
2748,8391.0,30,0,,4,365,0
2749,99.0,30,0,,19,130,0
2750,140.0,2,91,3.03,1,222,36
2751,140.0,30,8,0.28,2,83,1
2752,142.0,30,42,1.43,1,66,6
2753,109.0,30,1,0.07,19,195,0
2754,176.0,30,2,0.08,1,365,0
2755,90.0,1,82,3.72,1,8,70
2756,300.0,30,2,0.07,3,0,0
2757,97.0,3,93,3.17,1,30,26
2758,353.0,3,110,3.71,1,156,45
2759,,4,49,1.71,1,0,18
2760,123.0,2,85,2.82,1,71,11
2761,,3,6,0.21,2,0,0
2762,214.0,30,6,0.21,1,139,1
2763,,60,0,,1,0,0
2764,361.0,4,15,0.53,3,347,5
2765,165.0,30,11,0.38,1,146,5
2766,249.0,3,82,2.75,1,145,34
2767,175.0,30,0,,1,263,0
2768,250.0,30,0,,5,363,0
2769,149.0,30,0,,2,89,0
2770,,60,0,,1,0,0
2771,333.0,1,82,2.71,1,113,42
2772,123.0,30,7,0.35,1,89,3
2773,68.0,1,79,2.67,1,32,1
2774,91.0,3,116,4.04,1,47,44
2775,107.0,2,111,3.86,1,0,48
2776,263.0,30,6,0.26,13,214,1
2777,70.0,90,6,0.39,2,289,5
2778,110.0,1,228,7.53,2,0,105
2779,101.0,30,2,0.24,9,289,2
2780,95.0,30,3,0.19,9,365,2
2781,150.0,2,32,1.12,2,331,2
2782,104.0,30,19,0.65,1,178,4
2783,,180,0,,1,0,0
2784,,3,16,0.54,1,0,6
2785,375.0,30,10,0.35,1,146,2
2786,11236.0,7,0,,4,363,0
2787,150.0,3,43,1.67,1,162,17
2788,140.0,1,142,4.8,1,155,42
2789,330.0,50,1,0.04,1,263,0
2790,176.0,1,257,8.62,1,0,105
2791,,30,0,,1,0,0
2792,228.0,90,4,0.14,1,164,0
2793,85.0,3,8,0.28,10,148,4
2794,,30,7,0.3,1,0,2
2795,144.0,1,190,6.32,1,46,77
2796,107.0,30,86,2.96,1,159,47
2797,130.0,30,6,0.21,12,333,1
2798,95.0,2,52,1.86,2,240,40
2799,176.0,30,3,0.16,1,364,1
2800,233.0,30,2,0.1,7,357,1
2801,170.0,7,43,1.51,4,175,6
2802,450.0,30,86,2.91,1,93,37
2803,99.0,30,3,0.11,19,161,0
2804,93.0,3,111,3.83,1,22,53
2805,110.0,30,2,0.1,19,305,0
2806,114.0,30,0,,19,161,0
2807,132.0,30,1,0.04,19,161,0
2808,110.0,3,10,0.38,1,339,0
2809,,5,2,0.07,1,0,0
2810,100.0,30,11,0.62,1,208,7
2811,101.0,30,6,0.22,19,46,1
2812,85.0,30,0,,11,0,0
2813,150.0,30,0,,1,89,0
2814,,1,29,1.28,1,0,3
2815,210.0,90,7,0.28,1,226,2
2816,79.0,4,98,3.42,1,74,37
2817,150.0,30,20,0.7,2,129,2
2818,99.0,30,3,0.12,19,16,1
2819,58.0,1,91,3.06,134,329,18
2820,110.0,1,117,4.21,1,365,40
2821,862.0,3,70,2.44,1,39,19
2822,,3,88,3.01,1,0,27
2823,,4,9,0.31,1,0,0
2824,298.0,30,0,,6,89,0
2825,132.0,2,54,1.91,1,303,24
2826,200.0,30,1,0.06,1,179,0
2827,390.0,7,5,0.28,3,364,2
2828,826.0,3,2,0.19,3,336,2
2829,261.0,30,11,0.39,7,197,2
2830,35.0,30,2,0.11,4,219,0
2831,475.0,2,54,1.87,2,157,17
2832,98.0,30,6,0.21,1,90,1
2833,151.0,2,164,5.6,5,138,58
2834,129.0,1,173,6.23,2,0,56
2835,40.0,30,9,0.32,20,231,3
2836,199.0,3,55,2.27,1,67,30
2837,110.0,30,2,0.07,6,89,0
2838,95.0,30,5,0.28,2,26,2
2839,187.0,1,106,3.73,1,20,47
2840,435.0,4,8,0.28,1,0,3
2841,228.0,1,50,1.82,1,169,22
2842,128.0,1,81,3.57,1,333,44
2843,65.0,30,7,0.26,2,364,3
2844,130.0,1,66,2.28,1,42,30
2845,150.0,30,16,0.56,1,267,3
2846,,180,2,0.08,33,0,0
2847,120.0,30,14,0.52,1,102,7
2848,149.0,30,0,,19,0,0
2849,,3,16,0.55,2,0,3
2850,204.0,3,6,0.21,2,192,1
2851,77.0,1,114,4.0,2,344,48
2852,550.0,2,21,0.88,1,144,10
2853,214.0,1,4,0.14,1,0,0
2854,106.0,1,224,8.03,1,51,120
2855,247.0,2,150,5.25,1,0,52
2856,178.0,90,4,0.41,1,0,4
2857,147.0,3,23,0.81,1,60,0
2858,99.0,30,2,0.09,4,130,0
2859,136.0,30,2,0.09,1,225,0
2860,180.0,1,37,1.3,2,355,11
2861,60.0,1,84,2.93,1,314,41
2862,150.0,30,4,0.18,1,262,2
2863,102.0,30,1,0.32,4,0,1
2864,100.0,2,93,3.25,1,139,51
2865,135.0,3,115,3.98,1,124,47
2866,123.0,3,11,0.38,1,0,0
2867,135.0,2,176,6.2,2,67,80
2868,164.0,2,158,5.8,2,0,68
2869,350.0,3,49,1.7,1,120,15
2870,132.0,2,115,4.14,2,332,51
2871,160.0,1,175,6.13,1,0,74
2872,,4,0,,1,0,0
2873,93.0,1,62,3.39,1,0,33
2874,128.0,3,20,0.71,6,60,1
2875,85.0,30,22,0.79,6,153,1
2876,139.0,2,86,3.09,1,75,43
2877,519.0,8,94,3.3,1,69,31
2878,329.0,30,0,,1,179,0
2879,125.0,2,133,4.67,1,320,58
2880,200.0,120,11,0.45,2,337,5
2881,,1,4,0.15,1,0,0
2882,109.0,1,162,5.77,2,32,36
2883,,2,9,0.34,1,0,0
2884,144.0,2,132,4.73,1,40,56
2885,179.0,1,108,3.84,2,1,57
2886,204.0,3,16,0.58,1,353,11
2887,64.0,30,14,0.53,8,240,8
2888,66.0,30,4,0.18,8,196,2
2889,187.0,1,203,7.58,1,54,102
2890,198.0,2,4,0.65,4,359,4
2891,,3,20,0.9,1,0,0
2892,235.0,3,67,2.36,2,149,29
2893,65.0,30,9,0.36,20,253,2
2894,130.0,65,6,0.24,1,127,3
2895,68.0,30,2,0.11,20,143,0
2896,107.0,2,146,5.34,1,0,55
2897,,1,53,1.89,3,0,35
2898,95.0,30,7,0.31,21,157,3
2899,170.0,2,46,1.64,2,164,18
2900,102.0,2,124,4.4,2,0,47
2901,128.0,30,0,,1,58,0
2902,,3,8,0.29,1,0,3
2903,105.0,3,13,0.62,1,44,5
2904,140.0,2,123,4.58,1,163,68
2905,84.0,2,124,4.91,1,0,55
2906,164.0,1,158,5.62,1,0,78
2907,110.0,3,9,0.35,1,0,1
2908,143.0,1,98,3.47,1,109,27
2909,,3,5,0.18,1,0,0
2910,135.0,5,24,0.85,1,0,0
2911,212.0,5,57,2.05,1,262,33
2912,211.0,1,184,7.63,1,219,92
2913,160.0,2,86,3.08,1,138,38
2914,250.0,5,34,1.28,2,233,14
2915,120.0,150,0,,1,107,0
2916,107.0,1,97,5.59,6,340,66
2917,356.0,2,109,3.96,1,125,49
2918,92.0,2,92,3.38,1,54,39
2919,174.0,4,73,2.71,1,87,23
2920,,30,1,0.04,1,0,0
2921,151.0,2,183,6.66,1,0,63
2922,179.0,30,4,0.16,5,322,2
2923,171.0,2,80,2.88,1,0,37
2924,146.0,2,97,3.58,1,141,37
2925,91.0,30,35,1.29,1,237,7
2926,104.0,30,7,0.27,1,270,3
2927,210.0,4,31,1.12,1,200,4
2928,,2,15,0.6,2,0,5
2929,712.0,4,25,0.94,1,317,10
2930,133.0,30,39,1.4,1,101,5
2931,125.0,3,87,3.13,1,118,46
2932,179.0,2,68,2.45,1,179,25
2933,120.0,30,1,0.07,1,38,0
2934,200.0,2,90,3.28,1,23,42
2935,341.0,7,94,3.47,6,82,39
2936,258.0,2,59,2.13,1,48,19
2937,121.0,2,35,1.36,5,47,14
2938,100.0,30,11,0.46,2,1,4
2939,120.0,30,2,0.1,1,85,0
2940,95.0,90,11,0.41,1,166,3
2941,99.0,30,1,0.05,4,50,0
2942,205.0,2,75,3.11,1,166,37
2943,97.0,1,70,2.53,4,144,40
2944,305.0,30,0,,1,0,0
2945,60.0,2,32,1.2,2,79,14
2946,279.0,3,94,3.71,1,64,48
2947,339.0,3,25,1.04,1,25,6
2948,256.0,1,44,1.77,4,328,31
2949,825.0,14,8,0.4,1,164,0
2950,,1,19,0.7,4,0,11
2951,,1,4,0.15,4,0,3
2952,257.0,3,54,2.09,1,133,24
2953,130.0,30,2,0.08,1,78,0
2954,102.0,30,14,0.54,1,225,8
2955,119.0,3,11,0.41,1,180,0
2956,104.0,30,3,0.12,1,87,0
2957,288.0,1,6,0.22,4,299,1
2958,111.0,1,89,3.35,1,73,53
2959,186.0,2,106,3.9,2,89,59
2960,,2,81,3.67,1,0,36
2961,120.0,7,15,0.61,1,68,6
2962,233.0,5,28,1.06,2,265,9
2963,200.0,30,1,0.07,1,364,0
2964,110.0,2,67,2.5,1,39,27
2965,153.0,30,4,0.23,2,0,0
2966,,1,9,0.34,1,0,0
2967,466.0,10,0,,30,89,0
2968,100.0,1,36,6.1,1,257,36
2969,100.0,30,9,0.41,1,173,2
2970,208.0,7,100,4.23,7,0,52
2971,170.0,1,147,5.68,1,97,68
2972,430.0,3,76,3.45,4,339,39
2973,50.0,30,1,0.04,1,0,0
2974,93.0,1,172,6.43,1,170,91
2975,122.0,1,54,2.13,1,0,15
2976,,3,8,0.32,1,0,4
2977,193.0,2,27,3.55,1,7,27
2978,76.0,1,85,3.27,1,0,36
2979,525.0,3,55,2.6,1,0,36
2980,150.0,180,0,,2,365,0
2981,,2,0,,1,0,0
2982,92.0,3,83,3.13,21,334,33
2983,149.0,1,202,7.62,1,248,93
2984,396.0,2,55,2.05,1,225,12
2985,90.0,1,92,3.51,134,0,42
2986,140.0,30,10,0.39,13,364,4
2987,159.0,3,88,3.53,1,94,41
2988,266.0,110,17,0.69,2,357,7
2989,99.0,2,95,5.24,1,0,61
2990,74.0,1,110,4.8,1,0,33
2991,121.0,90,10,0.41,1,207,4
2992,300.0,30,7,0.32,1,222,4
2993,91.0,30,4,0.2,21,179,1
2994,123.0,2,135,5.17,2,0,62
2995,105.0,30,4,0.25,3,188,3
2996,141.0,30,1,0.4,1,0,1
2997,236.0,2,135,5.36,2,0,65
2998,169.0,30,4,0.19,1,364,1
2999,,30,3,0.13,33,0,0
3000,385.0,2,39,1.75,1,153,20
3001,130.0,30,6,0.24,2,90,1
3002,112.0,3,91,3.93,2,148,51
3003,,3,0,,1,0,0
3004,,1,124,4.69,1,0,58
3005,129.0,30,10,0.38,6,6,3
3006,110.0,2,7,0.29,2,75,2
3007,194.0,3,68,2.84,1,353,30
3008,175.0,4,60,3.27,1,215,41
3009,108.0,14,14,0.67,1,114,9
3010,144.0,2,41,1.68,1,89,16
3011,106.0,2,79,3.06,1,75,35
3012,156.0,1,141,5.41,1,336,61
3013,209.0,2,44,1.77,1,80,23
3014,,30,1,0.04,1,0,0
3015,80.0,2,33,1.46,2,58,15
3016,200.0,2,83,3.96,1,0,51
3017,250.0,30,6,0.26,2,286,1
3018,,30,7,0.29,1,0,1
3019,100.0,30,12,0.53,1,266,5
3020,115.0,30,3,0.19,2,178,2
3021,278.0,30,28,1.17,2,261,13
3022,84.0,6,27,1.09,1,29,9
3023,200.0,30,7,0.28,1,109,4
3024,160.0,30,11,0.45,1,365,3
3025,59.0,30,7,0.36,8,248,4
3026,225.0,30,1,0.05,13,365,0
3027,79.0,30,7,0.31,3,107,5
3028,319.0,1,109,4.26,1,170,51
3029,,2,5,0.26,1,0,0
3030,140.0,30,8,0.35,1,220,4
3031,35.0,30,1,0.04,1,55,0
3032,176.0,2,16,0.7,1,182,12
3033,119.0,31,13,0.54,1,306,6
3034,106.0,2,122,4.8,3,13,63
3035,78.0,2,158,6.19,3,67,72
3036,,120,8,0.33,1,0,3
3037,175.0,2,85,3.31,1,73,32
3038,22.0,30,7,0.37,1,52,3
3039,135.0,30,8,0.34,1,43,3
3040,187.0,2,79,3.08,2,155,40
3041,155.0,30,4,0.2,1,245,0
3042,175.0,4,64,2.63,1,269,38
3043,149.0,2,67,2.67,1,35,26
3044,134.0,30,18,0.71,1,161,3
3045,124.0,3,4,0.81,1,17,4
3046,283.0,3,26,1.03,1,332,8
3047,238.0,2,131,5.28,1,280,65
3048,110.0,1,261,10.17,1,0,115
3049,96.0,1,152,6.01,2,0,64
3050,204.0,30,0,,13,365,0
3051,200.0,2,116,4.89,5,106,62
3052,146.0,30,8,0.33,1,90,3
3053,130.0,30,2,0.08,12,245,0
3054,179.0,30,3,0.16,3,179,0
3055,110.0,50,1,0.27,2,263,1
3056,114.0,1,198,10.02,1,0,120
3057,150.0,1,137,6.3,1,131,81
3058,180.0,2,67,2.64,1,212,42
3059,208.0,2,40,1.65,1,17,38
3060,140.0,30,1,0.04,4,364,0
3061,505.0,10,0,,30,346,0
3062,590.0,10,0,,30,365,0
3063,155.0,1,56,2.84,1,0,42
3064,,2,28,1.13,1,0,0
3065,153.0,30,6,0.28,1,102,1
3066,111.0,2,104,4.58,1,353,55
3067,295.0,30,36,1.48,2,20,6
3068,130.0,2,82,3.32,2,132,41
3069,126.0,2,85,3.36,1,132,41
3070,300.0,2,15,0.81,1,95,0
3071,244.0,2,133,5.53,1,130,63
3072,211.0,30,24,1.14,1,178,4
3073,425.0,3,6,0.25,2,14,3
3074,265.0,1,46,2.82,1,80,38
3075,,2,8,0.57,1,0,4
3076,251.0,30,2,0.38,2,179,2
