,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
3345,128.0,30,25,1.33,1,179,2
3346,400.0,2,62,3.26,5,311,34
3347,146.0,29,39,2.0,1,247,21
3348,175.0,2,87,4.31,2,0,40
3349,256.0,1,18,0.89,1,355,8
3350,89.0,30,3,0.19,8,225,1
3351,175.0,30,0,,1,30,0
3352,88.0,2,46,2.28,1,299,19
3353,165.0,30,8,0.49,1,136,4
3354,113.0,2,72,3.61,1,59,37
3355,69.0,30,5,0.27,8,225,1
3356,132.0,1,44,2.38,2,142,20
3357,704.0,2,32,1.86,2,243,24
3358,,2,37,2.07,1,0,27
3359,149.0,2,17,0.92,2,22,8
3360,173.0,30,5,0.33,2,240,3
3361,125.0,2,54,2.64,2,71,18
3362,147.0,2,83,5.14,1,80,60
3363,237.0,3,112,5.48,2,0,67
3364,130.0,2,38,1.89,2,101,27
3365,124.0,3,72,3.56,1,45,30
3366,116.0,2,70,3.66,1,110,31
3367,175.0,2,58,2.87,2,46,26
3368,120.0,1,62,3.33,1,192,24
3369,215.0,2,17,0.99,1,6,11
3370,274.0,1,11,0.54,3,340,0
3371,300.0,30,81,4.23,2,193,10
3372,130.0,29,4,0.21,1,162,0
3373,130.0,5,50,2.54,2,0,33
3374,119.0,30,7,0.37,1,364,0
3375,180.0,2,60,3.06,1,0,30
3376,245.0,2,73,3.72,2,41,33
3377,164.0,2,57,3.03,1,333,38
3378,68.0,30,0,,6,365,0
3379,160.0,30,3,0.16,3,205,1
3380,100.0,30,4,0.22,1,346,2
3381,175.0,180,8,0.52,7,354,6
3382,117.0,30,3,0.26,1,324,3
3383,142.0,2,110,5.54,1,38,61
3384,,90,0,,33,0,0
3385,166.0,1,7,3.28,1,134,7
3386,117.0,2,71,3.54,2,132,35
3387,115.0,30,4,0.21,1,0,0
3388,269.0,1,62,3.75,1,294,42
3389,230.0,5,6,0.31,1,269,2
3390,123.0,2,78,4.37,1,256,54
3391,337.0,1,25,1.28,30,84,0
3392,,5,12,0.88,1,0,7
3393,214.0,2,60,3.17,1,2,22
3394,129.0,4,45,4.41,1,90,45
3395,99.0,1,94,4.76,2,0,58
3396,,30,0,,1,0,0
3397,250.0,30,3,0.16,1,343,1
3398,143.0,2,70,3.83,1,12,45
3399,120.0,40,3,0.17,2,266,1
3400,97.0,40,5,0.34,2,186,3
3401,321.0,30,1,0.06,1,209,0
3402,83.0,30,1,0.05,6,357,0
3403,144.0,2,95,4.98,3,311,64
3404,121.0,1,73,3.82,1,102,37
3405,130.0,30,4,0.25,1,328,2
3406,63.0,1,33,11.51,1,0,33
3407,137.0,2,109,5.52,1,0,64
3408,77.0,2,51,2.73,16,234,21
3409,,21,1,0.05,1,0,0
3410,610.0,2,39,1.97,1,285,27
3411,250.0,30,0,,1,365,0
3412,80.0,30,0,,1,17,0
3413,159.0,30,5,0.27,1,0,2
3414,1729.0,3,0,,30,364,0
3415,310.0,2,42,2.18,4,75,19
3416,115.0,2,48,3.0,1,162,37
3417,200.0,2,44,2.21,1,140,17
3418,55.0,1,9,4.91,1,0,9
3419,321.0,2,64,3.41,1,152,36
3420,137.0,2,67,3.44,1,39,39
3421,,1,7,0.36,1,0,0
3422,90.0,2,64,3.33,1,0,30
3423,200.0,2,33,1.69,1,63,17
3424,152.0,3,32,1.64,1,73,17
3425,349.0,30,8,0.44,1,52,4
3426,215.0,30,3,0.17,13,334,1
3427,200.0,4,2,0.29,3,362,2
3428,68.0,1,98,5.27,1,249,70
3429,110.0,30,6,0.35,1,329,0
3430,85.0,30,2,0.11,1,78,0
3431,245.0,2,18,0.96,1,173,8
3432,,15,9,0.49,1,0,0
3433,200.0,2,13,0.67,2,0,4
3434,102.0,2,84,4.65,1,0,54
3435,125.0,30,2,0.12,1,333,1
3436,,1,27,1.38,1,0,11
3437,109.0,1,120,6.14,2,311,76
3438,150.0,30,46,2.43,1,135,31
3439,220.0,2,66,3.47,1,264,42
3440,333.0,2,18,1.02,134,69,6
3441,140.0,30,6,0.33,2,341,3
3442,400.0,3,33,2.64,1,153,32
3443,194.0,30,1,0.06,13,344,0
3444,91.0,1,99,5.09,1,155,69
3445,99.0,30,5,0.52,1,346,5
3446,172.0,2,86,4.8,1,5,57
3447,200.0,1,58,3.04,3,0,29
3448,100.0,2,32,2.06,16,0,24
3449,841.0,2,16,0.95,3,359,4
3450,100.0,30,7,0.42,1,0,2
3451,119.0,3,39,2.05,16,32,18
3452,350.0,3,31,1.64,1,267,19
3453,172.0,2,19,1.0,1,79,9
3454,65.0,30,7,0.43,1,54,5
3455,160.0,30,9,0.52,1,140,8
3456,110.0,30,8,0.76,37,269,8
3457,300.0,3,33,1.76,1,355,18
3458,125.0,30,7,0.39,37,99,5
3459,83.0,4,24,1.44,1,67,20
3460,304.0,1,118,8.78,1,0,109
3461,96.0,1,121,6.34,4,0,70
3462,178.0,30,2,0.11,2,0,0
3463,187.0,60,6,0.36,1,269,4
3464,158.0,2,45,2.54,1,8,31
3465,125.0,1,46,2.47,1,0,26
3466,310.0,2,42,2.17,4,76,19
3467,125.0,30,2,0.11,37,247,1
3468,350.0,1,3,0.16,1,179,0
3469,119.0,30,3,0.18,3,347,2
3470,,25,1,0.08,2,0,0
3471,104.0,1,108,5.7,2,365,66
3472,191.0,2,31,1.67,1,83,14
3473,195.0,3,12,0.67,1,80,6
3474,95.0,3,74,4.2,16,214,52
3475,138.0,3,32,1.81,1,34,18
3476,199.0,1,89,5.34,1,19,66
3477,,30,1,0.06,1,0,0
3478,49.0,2,113,5.94,1,55,67
3479,146.0,1,28,1.49,2,364,20
3480,148.0,2,82,4.78,1,302,57
3481,180.0,30,0,,1,364,0
3482,220.0,120,3,0.18,1,268,2
3483,90.0,30,7,0.84,1,133,7
3484,250.0,30,2,0.11,1,365,0
3485,300.0,3,26,1.4,1,2,12
3486,85.0,30,1,0.06,4,73,0
3487,100.0,15,5,0.31,3,232,3
3488,56.0,2,50,2.66,2,66,26
3489,134.0,2,47,2.88,1,339,32
3490,476.0,3,16,0.96,1,225,8
3491,,3,6,0.36,1,0,4
3492,153.0,1,0,,4,310,0
3493,99.0,1,2,0.58,4,275,2
3494,599.0,1,17,0.92,1,0,0
3495,125.0,30,4,0.52,37,238,4
3496,150.0,1,49,2.6,3,46,39
3497,380.0,1,106,5.65,1,265,55
3498,299.0,2,10,0.55,1,344,3
3499,150.0,1,43,2.53,134,365,32
3500,28650.0,30,5,0.3,3,364,3
3501,154.0,2,72,4.24,1,80,51
3502,184.0,2,56,2.97,1,0,29
3503,150.0,30,6,0.36,3,80,3
3504,135.0,1,47,2.5,3,90,22
3505,140.0,30,44,2.34,1,96,13
3506,55.0,30,4,0.24,10,346,3
3507,132.0,1,158,8.91,1,102,111
3508,613.0,2,17,0.9,3,333,9
3509,239.0,1,33,1.75,5,0,0
3510,156.0,1,15,3.63,1,269,15
3511,119.0,1,64,3.42,1,0,42
3512,142.0,2,50,2.85,1,0,26
3513,219.0,2,41,2.33,1,283,27
3514,229.0,2,78,4.29,1,129,52
3515,213.0,1,62,3.42,1,292,33
3516,220.0,2,49,2.74,1,266,31
3517,123.0,2,66,3.71,134,325,50
3518,100.0,31,6,0.57,1,347,6
3519,550.0,1,37,1.99,1,0,14
3520,167.0,2,53,2.81,1,89,4
3521,104.0,1,11,0.62,3,84,8
3522,147.0,2,105,6.52,1,34,73
3523,183.0,2,99,5.3,1,0,60
3524,176.0,60,3,0.23,3,17,2
3525,93.0,28,7,0.42,3,72,4
3526,143.0,30,41,2.21,1,80,26
3527,105.0,30,2,0.11,43,97,0
3528,183.0,2,51,2.78,1,133,26
3529,143.0,2,92,4.99,1,0,66
3530,160.0,30,5,0.3,3,89,2
3531,130.0,30,1,0.86,2,364,1
3532,1840.0,7,24,1.38,1,83,13
3533,35.0,28,5,0.3,3,50,2
3534,54.0,30,8,0.48,3,70,3
3535,,4,47,2.96,1,0,36
3536,159.0,1,66,3.55,6,10,38
3537,81.0,1,40,2.17,5,36,21
3538,245.0,30,2,0.12,1,191,0
3539,113.0,3,45,5.23,1,71,45
3540,464.0,1,84,4.52,1,0,57
3541,600.0,30,0,,1,364,0
3542,105.0,30,3,0.22,8,337,2
3543,92.0,31,19,1.05,16,179,5
3544,170.0,30,7,0.41,3,129,4
3545,99.0,1,51,2.78,2,0,34
3546,1166.0,30,1,0.23,41,17,1
3547,475.0,2,34,1.93,2,0,25
3548,127.0,2,102,5.54,1,0,73
3549,300.0,59,3,0.26,1,0,3
3550,65.0,30,2,0.12,4,208,0
3551,112.0,30,5,0.32,1,47,3
3552,132.0,1,44,2.54,2,0,41
3553,267.0,3,17,1.16,1,352,13
3554,220.0,2,39,2.35,1,50,21
3555,200.0,5,31,1.88,1,60,21
3556,120.0,90,3,0.28,1,286,3
3557,208.0,3,13,0.78,1,0,2
3558,120.0,3,60,3.34,1,328,38
3559,,2,75,4.57,1,0,51
3560,,4,5,0.32,1,0,4
3561,,3,29,1.64,1,0,16
3562,64.0,1,77,4.18,1,156,52
3563,450.0,30,0,,1,179,0
3564,208.0,2,56,3.05,1,69,36
3565,160.0,5,34,1.9,1,59,21
3566,2000.0,1,0,,1,365,0
3567,81.0,1,63,3.87,1,17,51
3568,142.0,1,97,6.34,1,218,87
3569,,1,60,3.3,1,0,34
3570,175.0,1,32,2.09,1,200,21
3571,,2,10,0.6,1,0,0
3572,146.0,3,74,4.5,1,225,56
3573,206.0,3,45,3.09,1,0,43
3574,165.0,2,91,5.28,1,14,57
3575,,30,0,,1,0,0
3576,66.0,3,49,2.77,1,46,36
3577,74.0,1,127,6.91,1,0,81
3578,85.0,30,3,0.18,5,364,1
3579,62.0,30,0,,1,365,0
3580,219.0,1,130,7.1,43,0,91
3581,20000.0,30,0,,4,364,0
3582,,1,41,2.57,1,0,31
3583,267.0,3,40,2.26,1,139,23
3584,236.0,30,4,0.24,1,191,1
3585,120.0,30,23,1.39,1,162,5
3586,95.0,3,47,2.79,1,88,33
3587,160.0,2,7,0.39,2,179,0
3588,161.0,2,3,1.55,2,0,3
3589,176.0,1,123,6.8,1,0,88
3590,225.0,1,13,0.72,1,0,2
3591,93.0,90,0,,33,108,0
3592,96.0,1,72,3.96,43,164,47
3593,98.0,1,73,4.14,4,348,55
3594,199.0,30,0,,1,50,0
3595,,1,30,1.65,6,0,8
3596,412.0,1,57,3.24,1,130,41
3597,303.0,30,144,8.04,1,0,104
3598,150.0,2,53,2.99,1,0,35
3599,216.0,30,1,0.54,1,335,1
3600,86.0,30,7,0.42,1,273,5
3601,179.0,3,8,0.47,2,361,3
3602,275.0,30,0,,4,88,0
3603,173.0,3,65,3.7,2,0,45
3604,79.0,30,7,0.45,1,228,5
3605,265.0,30,1,0.06,1,152,0
3606,237.0,2,49,2.78,5,241,32
3607,110.0,4,57,3.18,1,343,37
3608,414.0,2,113,6.28,2,21,70
3609,249.0,4,4,0.23,1,66,0
3610,236.0,1,63,3.55,17,86,41
3611,88.0,30,6,0.36,1,286,4
3612,75.0,30,9,0.53,1,253,6
3613,,3,68,3.8,1,0,37
3614,187.0,2,89,5.44,2,0,70
3615,386.0,3,58,3.22,21,284,38
3616,236.0,1,48,2.72,1,0,37
3617,191.0,2,112,6.71,1,0,71
3618,210.0,2,86,4.83,1,208,54
3619,55.0,30,1,0.06,10,365,0
3620,215.0,30,5,0.32,1,334,4
3621,271.0,1,48,2.85,1,8,32
3622,85.0,30,3,0.18,5,364,1
3623,125.0,30,5,0.34,37,246,4
3624,,3,13,0.76,2,0,0
3625,168.0,30,4,0.29,2,299,3
3626,333.0,2,32,1.95,1,79,20
3627,86.0,6,20,2.68,1,348,20
3628,90.0,30,0,,8,130,0
3629,490.0,1,0,,1,89,0
3630,139.0,25,14,0.83,1,151,4
3631,142.0,1,116,6.55,43,105,82
3632,139.0,1,68,3.9,134,186,40
3633,189.0,2,80,4.47,2,0,52
3634,,2,3,0.18,1,0,0
3635,264.0,1,105,5.91,1,25,71
3636,113.0,7,28,1.57,1,44,15
3637,286.0,1,57,3.3,2,340,44
3638,643.0,2,22,1.31,2,305,17
3639,48.0,30,0,,1,358,0
3640,130.0,30,0,,1,268,0
3641,150.0,2,57,3.37,1,72,42
3642,121.0,30,4,0.31,1,94,3
3643,151.0,2,6,0.35,2,365,0
3644,256.0,30,5,0.33,1,212,4
3645,151.0,2,7,0.4,2,365,0
3646,475.0,1,26,1.58,3,170,22
3647,130.0,3,53,3.05,1,0,37
3648,299.0,180,0,,4,251,0
3649,159.0,2,58,3.39,1,0,41
3650,125.0,3,33,1.87,1,350,23
3651,65.0,30,9,0.54,1,31,8
3652,505.0,1,93,5.65,1,0,68
3653,139.0,2,24,1.44,1,0,22
3654,64.0,1,88,4.99,1,170,55
3655,110.0,30,9,0.54,1,347,7
3656,162.0,30,0,,1,331,0
3657,365.0,30,14,0.79,2,269,8
3658,,30,7,0.43,1,0,4
3659,80.0,30,8,0.48,21,251,6
3660,130.0,5,44,2.6,1,88,37
3661,239.0,3,14,0.92,1,0,8
3662,,1,0,,1,0,0
3663,,1,6,1.42,1,0,6
3664,231.0,3,38,2.16,1,83,22
3665,156.0,2,83,4.76,1,0,52
3666,140.0,3,35,2.13,3,205,27
3667,256.0,2,28,1.61,2,89,14
3668,65.0,30,10,0.61,4,340,6
3669,320.0,2,46,2.71,1,332,28
3670,200.0,2,66,3.8,1,14,44
3671,88.0,2,77,4.72,1,176,53
3672,278.0,2,10,0.57,1,135,4
3673,92.0,30,5,0.36,1,361,0
3674,144.0,2,48,3.91,1,0,47
3675,196.0,2,45,2.62,1,50,30
3676,169.0,30,2,0.13,2,0,0
3677,104.0,2,112,6.44,1,20,95
3678,,30,0,,2,0,0
3679,88.0,2,37,2.21,134,175,22
3680,73.0,30,4,0.26,134,339,3
3681,380.0,2,4,0.24,1,353,2
3682,499.0,3,14,0.89,1,179,11
3683,339.0,2,40,3.39,1,286,40
3684,89.0,30,4,0.42,1,334,4
3685,180.0,31,0,,16,95,0
3686,186.0,7,73,4.29,1,0,50
3687,128.0,30,2,0.14,1,356,1
3688,199.0,2,49,2.8,1,51,30
3689,200.0,2,63,3.68,1,0,46
3690,259.0,2,58,3.58,1,318,43
3691,82.0,2,145,8.38,1,105,110
3692,165.0,5,51,3.17,1,298,39
3693,244.0,2,19,1.25,1,0,12
3694,135.0,30,12,0.74,1,365,3
3695,263.0,3,33,1.93,4,0,20
3696,700.0,3,5,0.29,1,5,1
3697,121.0,30,6,0.38,2,260,4
3698,110.0,1,21,2.35,1,308,21
3699,205.0,1,22,1.28,1,0,3
3700,290.0,5,7,0.43,2,364,3
3701,165.0,2,75,4.35,1,56,54
3702,141.0,30,1,0.68,43,44,1
3703,180.0,2,26,1.66,3,89,19
3704,445.0,3,16,0.95,1,81,9
3705,280.0,1,28,1.72,1,107,16
3706,125.0,30,6,0.37,1,169,3
3707,313.0,2,19,1.18,1,19,9
3708,95.0,3,46,2.89,1,165,35
3709,100.0,30,8,0.49,2,98,6
3710,950.0,2,19,1.12,1,357,11
3711,,2,5,0.3,1,0,0
3712,329.0,2,15,0.88,1,8,10
3713,150.0,30,0,,1,180,0
3714,82.0,30,5,0.34,1,365,4
3715,125.0,30,8,0.69,37,146,8
3716,382.0,30,1,0.27,4,316,1
3717,99.0,28,0,,4,312,0
3718,329.0,2,71,4.13,1,285,51
3719,107.0,1,8,2.31,6,276,8
3720,180.0,3,22,1.41,1,225,21
3721,400.0,2,42,2.48,1,297,32
3722,287.0,30,3,0.18,1,78,1
3723,128.0,2,37,2.37,1,46,34
3724,258.0,2,77,4.52,1,241,58
3725,,2,6,0.35,1,0,0
3726,109.0,3,39,2.76,1,148,31
3727,390.0,1,0,,5,362,0
3728,129.0,1,36,2.24,1,25,30
3729,121.0,4,55,3.26,1,132,40
3730,130.0,1,26,1.63,1,0,21
3731,248.0,2,93,5.79,1,333,69
3732,155.0,1,103,6.13,1,156,72
3733,125.0,30,2,0.17,37,267,2
3734,144.0,2,100,6.11,1,0,76
3735,117.0,2,111,6.61,1,310,87
3736,128.0,2,68,4.06,2,112,53
3737,220.0,30,0,,2,364,0
3738,200.0,30,1,0.07,42,202,0
3739,170.0,29,1,0.06,1,78,0
3740,319.0,2,87,6.73,1,0,82
3741,135.0,30,2,0.14,1,96,1
3742,2029.0,3,0,,30,364,0
3743,121.0,1,80,4.72,1,0,57
3744,155.0,1,77,4.67,1,147,43
3745,60.0,30,16,0.94,1,52,1
3746,135.0,30,5,0.32,1,0,4
3747,39.0,30,45,2.68,4,65,30
3748,399.0,7,2,0.14,1,61,1
3749,99.0,1,42,2.49,1,0,31
3750,135.0,30,6,0.49,1,154,6
3751,109.0,3,49,2.98,1,0,30
3752,110.0,30,1,0.58,19,315,1
3753,135.0,90,3,0.25,2,274,3
3754,150.0,30,4,0.26,1,321,2
3755,129.0,2,69,4.08,134,288,50
3756,240.0,3,11,0.66,1,356,5
3757,275.0,120,6,0.38,2,327,3
3758,232.0,1,10,0.64,1,341,8
3759,100.0,30,3,0.19,2,164,2
3760,110.0,30,2,0.28,1,72,2
3761,108.0,30,5,0.33,134,356,2
3762,179.0,30,7,0.52,4,157,6
3763,249.0,2,37,2.24,1,340,22
3764,159.0,2,78,4.67,2,348,56
3765,75.0,1,60,3.57,2,169,44
3766,,30,0,,6,0,0
3767,120.0,1,59,3.8,1,0,48
3768,230.0,30,0,,1,365,0
3769,636.0,2,3,0.18,1,160,0
3770,295.0,3,9,0.56,1,136,3
3771,65.0,31,0,,7,358,0
3772,285.0,2,13,0.82,1,4,10
3773,500.0,30,5,0.34,1,365,2
3774,325.0,2,55,3.29,2,70,41
3775,229.0,30,8,0.51,2,118,3
3776,988.0,3,37,2.21,21,152,20
3777,93.0,30,5,0.32,1,309,2
3778,286.0,1,3,0.96,7,340,3
3779,289.0,1,13,0.78,7,0,9
3780,256.0,1,11,0.71,7,328,8
3781,288.0,1,26,1.62,7,299,23
3782,136.0,2,72,4.36,1,74,50
3783,200.0,2,15,0.96,1,325,11
3784,300.0,20,28,1.71,3,79,22
3785,117.0,30,4,0.26,1,361,3
3786,45.0,31,2,0.27,7,364,2
3787,144.0,2,73,4.42,1,0,49
3788,90.0,3,58,3.52,1,76,41
3789,199.0,1,1,0.06,1,355,0
3790,166.0,30,8,0.55,134,347,5
3791,,1,4,0.25,1,0,0
3792,150.0,30,0,,9,330,0
3793,100.0,2,46,2.96,1,12,27
3794,75.0,3,19,2.24,1,0,19
3795,355.0,1,11,0.73,4,223,7
3796,131.0,30,6,0.39,2,288,3
3797,330.0,31,0,,2,364,0
3798,110.0,30,6,0.41,37,118,5
3799,150.0,1,46,2.75,1,346,26
3800,,1,7,0.42,1,0,0
3801,100.0,30,6,0.45,5,124,5
3802,115.0,2,37,2.43,1,191,29
3803,220.0,2,7,0.43,1,364,0
3804,65.0,1,52,3.16,4,258,34
3805,87.0,1,53,3.21,4,311,30
3806,76.0,1,33,2.0,4,297,14
3807,199.0,2,29,1.77,1,122,22
3808,310.0,2,11,0.67,4,79,2
3809,925.0,3,1,0.06,1,0,0
3810,130.0,30,6,0.41,1,364,4
3811,,1,25,1.51,2,0,6
3812,233.0,2,45,3.28,1,110,39
3813,791.0,5,0,,30,343,0
3814,120.0,30,22,1.33,1,36,13
3815,747.0,30,0,,1,180,0
3816,74.0,30,5,0.34,4,119,3
3817,,1,0,,1,0,0
3818,113.0,1,45,2.74,5,79,33
3819,230.0,30,6,0.48,1,155,5
3820,288.0,3,38,2.55,2,0,33
3821,122.0,30,4,0.26,134,257,2
3822,115.0,30,3,0.26,2,175,3
3823,136.0,30,0,,1,61,0
3824,119.0,2,44,3.0,1,37,35
3825,206.0,75,0,,1,0,0
3826,581.0,30,0,,5,0,0
3827,105.0,2,74,4.62,2,70,55
3828,133.0,1,21,6.43,1,217,21
3829,600.0,5,7,0.43,2,209,5
3830,157.0,1,9,0.55,10,325,3
3831,,2,1,0.06,1,0,0
3832,108.0,30,9,0.61,1,242,7
3833,270.0,1,11,0.72,1,12,6
3834,176.0,2,107,6.55,1,0,83
3835,159.0,30,2,0.12,1,53,0
3836,165.0,2,66,4.04,1,155,45
3837,95.0,5,13,0.85,1,18,9
3838,126.0,4,6,0.42,2,0,3
3839,303.0,2,54,3.92,1,85,48
3840,100.0,2,11,0.7,1,52,5
3841,88.0,30,2,0.14,2,150,1
3842,140.0,30,3,0.58,3,89,3
3843,116.0,30,8,0.59,5,7,7
3844,598.0,10,0,,7,364,0
3845,99.0,30,3,0.23,2,34,2
3846,56.0,30,1,0.08,6,208,0
3847,40.0,30,6,0.52,2,301,6
3848,139.0,2,45,3.04,1,239,36
3849,250.0,2,21,1.33,1,86,14
3850,131.0,2,75,5.34,1,38,68
3851,132.0,2,50,3.07,1,0,30
3852,111.0,2,28,1.83,1,219,17
3853,54.0,30,7,0.46,9,252,5
3854,120.0,3,44,2.83,1,151,36
3855,77.0,1,39,2.52,3,50,21
3856,198.0,2,8,1.76,1,182,8
3857,40.0,30,2,0.25,9,286,2
3858,201.0,2,69,4.98,1,294,61
3859,190.0,5,41,2.85,1,90,32
3860,160.0,365,0,,1,365,0
3861,450.0,7,22,1.38,1,1,15
3862,85.0,30,0,,2,153,0
3863,216.0,3,44,2.83,3,223,32
3864,129.0,7,3,0.52,2,183,3
3865,431.0,2,41,2.83,1,7,30
3866,72.0,30,6,0.41,1,242,5
3867,160.0,30,8,0.73,9,347,8
3868,167.0,30,8,0.59,9,299,5
3869,40.0,30,4,0.31,9,321,3
3870,40.0,30,2,0.32,9,306,2
3871,40.0,30,4,0.29,9,284,3
3872,40.0,30,5,0.34,9,284,3
3873,206.0,25,19,1.26,1,161,17
3874,155.0,1,30,2.17,1,165,28
3875,110.0,90,2,0.51,11,267,2
3876,158.0,30,2,0.15,10,2,1
3877,231.0,1,21,1.34,10,284,15
3878,400.0,30,2,0.26,1,89,2
3879,225.0,3,36,2.25,21,322,23
3880,108.0,30,6,0.38,2,72,4
3881,100.0,30,2,0.17,7,347,2
3882,271.0,29,0,,2,364,0
3883,119.0,1,85,5.41,1,0,64
3884,267.0,1,19,1.62,7,342,19
3885,195.0,12,14,0.96,1,7,11
3886,185.0,90,0,,1,358,0
3887,145.0,2,60,3.95,1,138,50
3888,81.0,1,13,0.82,19,365,8
3889,91.0,1,24,1.67,8,364,21
3890,311.0,2,50,4.14,1,336,50
3891,140.0,30,4,0.27,2,159,2
3892,98.0,30,4,0.31,3,312,3
3893,54.0,1,1,0.06,19,365,0
3894,56.0,3,9,0.66,19,364,7
3895,93.0,30,0,,1,90,0
3896,131.0,1,143,8.92,1,0,103
3897,212.0,2,52,3.38,1,0,46
3898,130.0,2,2,0.21,2,325,2
3899,101.0,1,94,5.83,1,343,70
3900,79.0,7,18,1.21,1,361,12
3901,80.0,30,1,0.7,1,156,1
3902,95.0,2,36,2.26,3,95,20
3903,95.0,30,7,0.51,21,179,5
3904,,2,0,,1,145,0
3905,140.0,2,7,0.45,1,179,5
3906,40.0,30,3,0.2,9,272,2
3907,70.0,1,58,4.38,4,0,57
3908,78.0,29,7,0.48,1,0,6
3909,225.0,30,16,1.19,2,364,14
3910,75.0,30,1,0.08,4,364,0
3911,110.0,30,0,,7,161,0
3912,60.0,30,2,0.14,9,315,1
3913,121.0,7,15,1.02,1,0,12
3914,168.0,3,10,0.72,4,8,9
3915,150.0,2,100,6.34,1,224,77
3916,169.0,3,0,,1,365,0
3917,140.0,30,1,0.23,3,104,1
3918,50.0,31,1,0.08,7,107,0
3919,198.0,1,47,3.21,1,27,39
3920,120.0,3,1,0.34,1,194,1
3921,85.0,30,2,0.14,7,316,1
3922,48.0,30,2,0.14,7,162,1
3923,45.0,30,2,0.15,7,157,1
3924,99.0,30,2,0.14,3,0,1
3925,797.0,30,6,0.41,3,140,4
3926,168.0,2,66,4.45,1,308,52
3927,159.0,3,41,2.63,21,256,32
3928,149.0,1,24,1.58,1,164,16
3929,225.0,30,3,0.39,9,306,3
3930,144.0,3,31,6.16,1,0,31
3931,130.0,2,36,2.54,1,62,30
3932,132.0,90,5,0.35,134,196,3
3933,119.0,1,35,2.65,1,0,31
3934,130.0,4,18,1.14,3,334,6
3935,240.0,2,3,0.19,1,89,0
3936,2500.0,2,3,0.23,4,267,2
3937,152.0,1,21,1.56,2,163,18
3938,,1,11,0.7,1,0,1
3939,171.0,3,61,3.94,1,261,50
3940,139.0,30,6,0.57,9,334,6
3941,193.0,1,17,2.0,1,9,17
3942,145.0,2,54,3.48,2,0,45
3943,238.0,30,6,0.49,9,308,5
3944,180.0,30,10,0.77,9,336,9
3945,50.0,30,3,0.21,20,365,2
3946,245.0,91,4,0.27,1,212,2
3947,160.0,30,7,0.65,9,236,7
3948,155.0,30,3,0.35,9,334,3
3949,59.0,5,62,4.14,6,51,48
3950,161.0,2,97,6.42,1,75,80
3951,300.0,60,0,,2,364,0
3952,163.0,3,44,2.88,1,102,29
3953,149.0,1,46,2.97,1,88,37
3954,120.0,1,84,5.86,1,307,74
3955,157.0,2,70,4.48,1,357,57
3956,204.0,2,32,2.3,1,243,30
3957,200.0,2,28,1.87,1,89,19
3958,250.0,2,1,0.09,1,73,1
3959,110.0,30,7,0.53,1,273,6
3960,145.0,1,12,1.3,1,0,12
3961,200.0,2,6,1.29,2,0,6
3962,256.0,1,67,4.8,1,70,53
3963,139.0,30,3,0.24,3,134,2
3964,132.0,30,0,,1,80,0
3965,90.0,30,7,0.58,4,4,7
3966,125.0,30,2,0.15,1,0,1
3967,206.0,2,62,4.1,1,271,51
3968,131.0,30,4,0.28,1,137,3
3969,100.0,1,56,6.49,2,54,56
3970,239.0,2,39,2.63,1,118,26
3971,300.0,31,1,0.12,1,355,1
3972,211.0,31,1,0.13,38,85,1
3973,82.0,2,86,5.77,3,335,64
3974,150.0,2,15,1.27,1,340,15
3975,199.0,30,0,,1,364,0
3976,119.0,1,46,3.02,1,341,38
3977,101.0,2,43,3.24,1,140,40
3978,161.0,30,6,0.51,134,58,6
3979,200.0,5,1,0.11,2,45,1
3980,110.0,30,2,0.15,1,364,1
3981,386.0,2,24,1.57,1,0,20
3982,67.0,30,3,0.21,20,352,2
3983,243.0,30,0,,4,365,0
3984,110.0,30,5,0.41,2,0,4
3985,130.0,30,5,0.39,1,222,4
3986,201.0,2,56,4.65,1,163,56
3987,150.0,3,3,0.51,1,0,3
3988,400.0,3,28,1.94,1,118,22
3989,96.0,1,108,8.02,2,0,102
3990,168.0,2,58,3.92,2,69,52
3991,150.0,30,0,,1,87,0
3992,100.0,30,2,0.23,30,184,2
3993,183.0,2,71,5.1,1,0,62
3994,499.0,5,0,,1,330,0
3995,71.0,3,25,1.96,4,342,24
3996,179.0,30,0,,1,365,0
3997,105.0,1,66,4.37,1,0,49
3998,135.0,2,26,2.81,1,0,26
3999,138.0,2,35,2.47,2,28,34
4000,155.0,2,112,7.58,1,0,86
4001,220.0,30,2,0.25,1,315,2
4002,101.0,5,65,4.28,3,0,53
4003,150.0,181,2,0.15,1,339,0
4004,1166.0,30,0,,41,18,0
4005,118.0,1,18,1.19,6,162,14
4006,158.0,31,11,0.74,1,90,4
4007,102.0,2,19,1.73,1,245,19
4008,109.0,30,0,,19,40,0
4009,138.0,2,28,2.04,1,38,26
4010,137.0,2,77,5.16,5,317,56
4011,160.0,1,31,2.08,2,163,27
4012,150.0,31,0,,1,364,0
4013,103.0,1,24,1.59,6,172,17
4014,96.0,2,41,2.97,2,51,36
4015,83.0,2,41,3.05,1,0,36
4016,147.0,2,79,7.52,1,0,79
4017,120.0,30,5,0.37,3,180,4
4018,,1,15,1.0,1,0,9
4019,79.0,1,32,2.38,4,342,31
4020,298.0,4,9,0.65,1,64,6
4021,110.0,1,34,2.29,4,0,32
